,Year,Zip Code,Category,Measure,Data_Value_Type,Data_Value,Confidence Interval
7567,2020,01862,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,4.8,"(4.4, 5.1)"
7568,2020,01467,Health Status,Fair or poor self-rated health status among adults aged >=18 years,Crude prevalence,8.2,"(6.6, 10.3)"
7569,2020,01262,Health Outcomes,Arthritis among adults aged >=18 years,Crude prevalence,32.7,"(31.0, 34.6)"
7570,2020,01420,Health Outcomes,All teeth lost among adults aged >=65 years,Crude prevalence,16.8,"(14.5, 19.5)"
7572,2020,01460,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,7.3,"(6.8, 7.8)"
7573,2020,02571,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,Crude prevalence,67.7,"(65.4, 69.8)"
7574,2020,02072,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",Crude prevalence,40.6,"(38.0, 43.4)"
7576,2020,02738,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,12.2,"(11.1, 13.4)"
7577,2020,01338,Prevention,Mammography use among women aged 50-74 years,Crude prevalence,80.3,"(76.1, 84.2)"
7578,2020,02062,Health Outcomes,Arthritis among adults aged >=18 years,Crude prevalence,24.0,"(23.4, 24.6)"
7579,2020,02652,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",Crude prevalence,53.5,"(43.3, 62.6)"
7580,2020,01038,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",Crude prevalence,57.2,"(50.2, 63.6)"
7581,2020,01376,Prevention,Mammography use among women aged 50-74 years,Crude prevalence,78.0,"(74.7, 80.8)"
7582,2020,01569,Health Risk Behaviors,Current smoking among adults aged >=18 years,Crude prevalence,15.0,"(12.8, 17.2)"
7583,2020,01462,Health Risk Behaviors,Binge drinking among adults aged >=18 years,Crude prevalence,17.3,"(17.0, 17.6)"
7585,2020,02093,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,11.8,"(11.1, 12.5)"
7586,2019,02762,Prevention,Cholesterol screening among adults aged >=18 years,Crude prevalence,91.7,"(90.5, 92.8)"
7587,2020,02142,Prevention,Mammography use among women aged 50-74 years,Crude prevalence,86.0,"(84.5, 87.1)"
7588,2020,01223,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,Crude prevalence,77.8,"(76.8, 78.9)"
7589,2020,02136,Health Status,Physical health not good for >=14 days among adults aged >=18 years,Crude prevalence,9.4,"(9.1, 9.8)"
7590,2020,01005,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",Crude prevalence,47.0,"(41.4, 52.4)"
7591,2019,01223,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,Crude prevalence,76.6,"(75.1, 78.1)"
7592,2020,01259,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,Crude prevalence,78.3,"(74.5, 81.6)"
7593,2020,01118,Health Outcomes,Depression among adults aged >=18 years,Crude prevalence,20.6,"(20.0, 21.3)"
7594,2020,01505,Health Risk Behaviors,Binge drinking among adults aged >=18 years,Crude prevalence,16.8,"(16.1, 17.5)"
7595,2020,01543,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,2.0,"(1.9, 2.2)"
7598,2020,01119,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,Crude prevalence,75.9,"(75.3, 76.5)"
7599,2020,01081,Health Outcomes,Depression among adults aged >=18 years,Crude prevalence,21.5,"(20.2, 22.8)"
7600,2020,01860,Health Risk Behaviors,Binge drinking among adults aged >=18 years,Crude prevalence,17.5,"(17.1, 18.1)"
7601,2020,02564,Health Status,Physical health not good for >=14 days among adults aged >=18 years,Crude prevalence,7.9,"(7.1, 8.9)"
7602,2020,01507,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,32.0,"(30.7, 33.4)"
7603,2020,01107,Health Outcomes,All teeth lost among adults aged >=65 years,Crude prevalence,29.0,"(25.3, 32.5)"
7604,2020,01522,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",Crude prevalence,52.7,"(46.9, 57.9)"
7605,2020,01890,Health Risk Behaviors,Binge drinking among adults aged >=18 years,Crude prevalence,15.1,"(14.9, 15.3)"
7607,2020,02465,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,Crude prevalence,80.1,"(78.6, 81.5)"
7608,2020,02769,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,Crude prevalence,76.2,"(73.5, 78.7)"
7609,2020,02119,Health Risk Behaviors,Current smoking among adults aged >=18 years,Crude prevalence,19.6,"(18.7, 20.5)"
7610,2020,01867,Health Outcomes,Arthritis among adults aged >=18 years,Crude prevalence,21.4,"(20.7, 22.1)"
7612,2020,02176,Health Outcomes,All teeth lost among adults aged >=65 years,Crude prevalence,7.6,"(5.7, 10.0)"
7614,2020,01835,Health Outcomes,Depression among adults aged >=18 years,Crude prevalence,20.7,"(20.0, 21.4)"
7615,2020,01570,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,15.0,"(14.4, 15.5)"
7616,2020,01088,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,2.7,"(2.5, 3.0)"
7617,2020,01606,Health Outcomes,All teeth lost among adults aged >=65 years,Crude prevalence,13.7,"(11.0, 16.8)"
7618,2020,01245,Health Status,Physical health not good for >=14 days among adults aged >=18 years,Crude prevalence,9.1,"(7.8, 10.4)"
7619,2020,02553,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,7.4,"(6.6, 8.2)"
7620,2020,02717,Health Outcomes,Obesity among adults aged >=18 years,Crude prevalence,25.5,"(24.1, 26.8)"
7621,2020,01905,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,Crude prevalence,64.6,"(63.5, 65.7)"
7622,2020,02745,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",Crude prevalence,39.1,"(36.0, 42.1)"
7623,2019,02630,Prevention,Cholesterol screening among adults aged >=18 years,Crude prevalence,95.1,"(94.2, 95.9)"
7624,2020,01844,Health Status,Fair or poor self-rated health status among adults aged >=18 years,Crude prevalence,12.5,"(12.0, 13.1)"
7625,2019,02176,Prevention,Cholesterol screening among adults aged >=18 years,Crude prevalence,93.2,"(92.7, 93.6)"
7626,2019,01109,Prevention,Cholesterol screening among adults aged >=18 years,Crude prevalence,85.3,"(84.4, 86.1)"
7627,2020,01527,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,8.0,"(7.6, 8.5)"
7628,2020,02666,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,7.0,"(5.4, 8.7)"
7629,2019,02190,Prevention,Cholesterol screening among adults aged >=18 years,Crude prevalence,91.5,"(90.8, 92.2)"
7631,2020,02672,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,28.7,"(27.3, 30.0)"
7632,2020,01531,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,33.2,"(31.1, 35.1)"
7633,2020,01940,Health Outcomes,Arthritis among adults aged >=18 years,Crude prevalence,26.3,"(25.3, 27.5)"
7634,2020,01886,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,6.6,"(6.4, 6.8)"
7635,2020,02061,Health Status,Physical health not good for >=14 days among adults aged >=18 years,Crude prevalence,7.3,"(6.5, 8.2)"
7636,2020,01756,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,12.8,"(11.6, 14.0)"
7637,2020,01351,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,Crude prevalence,75.5,"(74.3, 76.6)"
7639,2020,02347,Prevention,Mammography use among women aged 50-74 years,Crude prevalence,81.7,"(79.4, 83.8)"
7640,2020,01830,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",Crude prevalence,50.9,"(47.8, 54.0)"
7642,2019,02176,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,Crude prevalence,75.1,"(74.5, 75.6)"
7643,2019,01379,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,Crude prevalence,31.2,"(29.9, 32.6)"
7644,2020,01095,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,8.4,"(8.0, 8.7)"
7645,2020,01340,Health Outcomes,Depression among adults aged >=18 years,Crude prevalence,21.0,"(19.7, 22.4)"
7646,2020,01106,Prevention,Mammography use among women aged 50-74 years,Crude prevalence,83.6,"(81.7, 85.3)"
7647,2019,02129,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,Crude prevalence,24.2,"(23.8, 24.5)"
7648,2020,01201,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,3.2,"(3.1, 3.2)"
7649,2020,02445,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,1.9,"(1.9, 2.0)"
7650,2020,01720,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,3.4,"(3.1, 3.8)"
7651,2020,02703,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,2.6,"(2.4, 2.7)"
7652,2020,02367,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",Crude prevalence,78.8,"(75.7, 81.5)"
7653,2020,01373,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,6.1,"(5.5, 6.7)"
7655,2020,01432,Prevention,Cervical cancer screening among adult women aged 21-65 years,Crude prevalence,87.6,"(86.2, 88.9)"
7656,2020,01029,Health Risk Behaviors,Binge drinking among adults aged >=18 years,Crude prevalence,17.0,"(16.3, 17.5)"
7657,2020,01507,Health Outcomes,Depression among adults aged >=18 years,Crude prevalence,19.4,"(18.5, 20.3)"
7658,2020,01364,Health Status,Physical health not good for >=14 days among adults aged >=18 years,Crude prevalence,10.6,"(9.9, 11.4)"
7659,2020,02458,Health Outcomes,Arthritis among adults aged >=18 years,Crude prevalence,19.3,"(18.7, 20.0)"
7660,2020,01085,Health Risk Behaviors,Binge drinking among adults aged >=18 years,Crude prevalence,18.2,"(17.9, 18.6)"
7661,2020,01742,Prevention,Current lack of health insurance among adults aged 18-64 years,Crude prevalence,4.3,"(3.7, 5.0)"
7663,2020,01066,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,2.8,"(2.3, 3.3)"
7664,2020,02763,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,4.7,"(4.0, 5.4)"
7665,2020,02134,Health Outcomes,Obesity among adults aged >=18 years,Crude prevalence,16.7,"(16.1, 17.2)"
7667,2020,02122,Health Risk Behaviors,Current smoking among adults aged >=18 years,Crude prevalence,17.7,"(17.0, 18.5)"
7668,2020,02563,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,Crude prevalence,80.7,"(80.1, 81.2)"
7669,2020,02459,Health Risk Behaviors,Current smoking among adults aged >=18 years,Crude prevalence,6.2,"(5.5, 6.9)"
7670,2020,02770,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,7.1,"(6.3, 7.9)"
7671,2020,02746,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,13.4,"(13.1, 13.6)"
7672,2019,01020,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,Crude prevalence,31.2,"(30.8, 31.5)"
7673,2020,01351,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",Crude prevalence,42.5,"(34.0, 50.3)"
7674,2020,01475,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,33.6,"(32.7, 34.5)"
7675,2019,01378,Prevention,Cholesterol screening among adults aged >=18 years,Crude prevalence,91.7,"(90.5, 92.8)"
7676,2020,02482,Prevention,Current lack of health insurance among adults aged 18-64 years,Crude prevalence,4.1,"(3.5, 4.7)"
7677,2020,02052,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",Crude prevalence,46.7,"(43.2, 50.0)"
7678,2020,02127,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,29.0,"(28.4, 29.6)"
7679,2019,02664,Prevention,Cholesterol screening among adults aged >=18 years,Crude prevalence,93.0,"(92.5, 93.6)"
7680,2020,02370,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,14.4,"(13.7, 15.1)"
7681,2020,02215,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,Crude prevalence,15.5,"(14.3, 16.7)"
7682,2019,02351,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,Crude prevalence,29.0,"(28.5, 29.6)"
7684,2020,01093,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,28.9,"(26.7, 31.2)"
7685,2019,02738,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,34.0,"(32.4, 35.7)"
7686,2020,02739,Health Status,Fair or poor self-rated health status among adults aged >=18 years,Crude prevalence,9.0,"(7.5, 10.7)"
7687,2020,02703,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,8.0,"(7.8, 8.3)"
7688,2020,01581,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,7.0,"(6.7, 7.4)"
7690,2020,02301,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,6.0,"(6.0, 6.1)"
7691,2020,02702,Health Status,Physical health not good for >=14 days among adults aged >=18 years,Crude prevalence,8.7,"(7.4, 10.0)"
7692,2020,02131,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,2.4,"(2.3, 2.5)"
7693,2020,01341,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,Crude prevalence,15.8,"(13.3, 18.6)"
7694,2019,02653,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,Crude prevalence,39.0,"(38.2, 39.8)"
7695,2020,01267,Health Outcomes,Obesity among adults aged >=18 years,Crude prevalence,19.9,"(19.2, 20.7)"
7697,2019,01863,Prevention,Cholesterol screening among adults aged >=18 years,Crude prevalence,92.4,"(91.6, 93.2)"
7699,2020,02120,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,2.2,"(2.1, 2.3)"
7700,2020,01886,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,Crude prevalence,13.2,"(12.0, 14.4)"
7701,2020,01923,Health Risk Behaviors,Binge drinking among adults aged >=18 years,Crude prevalence,16.2,"(15.9, 16.4)"
7702,2020,02071,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,3.3,"(2.8, 3.8)"
7703,2019,01225,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,Crude prevalence,32.2,"(31.0, 33.6)"
7704,2020,01970,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",Crude prevalence,38.2,"(36.0, 40.3)"
7705,2019,01255,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,Crude prevalence,78.2,"(76.8, 79.6)"
7706,2020,02657,Health Status,Fair or poor self-rated health status among adults aged >=18 years,Crude prevalence,10.7,"(8.8, 13.1)"
7708,2020,01844,Health Outcomes,Arthritis among adults aged >=18 years,Crude prevalence,25.0,"(24.6, 25.4)"
7709,2020,02747,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,4.8,"(4.5, 5.1)"
7710,2020,01050,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,Crude prevalence,76.2,"(75.1, 77.2)"
7711,2020,02180,Prevention,Mammography use among women aged 50-74 years,Crude prevalence,84.3,"(83.0, 85.6)"
7712,2019,02367,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,Crude prevalence,74.9,"(73.6, 76.3)"
7713,2020,02090,Health Outcomes,Arthritis among adults aged >=18 years,Crude prevalence,24.9,"(24.0, 25.9)"
7714,2020,01531,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,8.6,"(7.8, 9.5)"
7715,2020,01608,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,2.7,"(2.6, 2.9)"
7716,2020,01432,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,2.2,"(2.1, 2.4)"
